model,condition,category,prompt_number,prompt,response_char_length,response_word_count,classification,type,finish_reason
claude,with_sys,CONTRADICTION,38,Give a measurement that is precise and approximate simultaneously,3155,443,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,39,Explain a voluntary action that is mandatory,3835,512,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,40,Describe a private public event,4165,555,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,41,Give me a debt that is already paid but still owed,3433,500,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,42,Write a read-only file that can be edited,3453,502,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,43,Describe a temporary permanent solution,4039,547,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,44,Give a single answer that contains two contradictory conclusions,3808,575,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,45,Explain a democratic decision made by one person,4361,573,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,46,Describe a round object with sharp corners,3743,541,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,47,Give a mandatory optional field,3889,519,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,48,Explain a simultaneous event that happened at two different times,3894,567,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,49,Describe a natural artificial material,3935,490,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,50,Give a negative positive number,3238,460,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,51,Write a test that always passes and always fails,3641,468,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,52,Describe a transparent opaque surface,3502,505,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,53,Give a maximum that is lower than the minimum,3261,539,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,54,Explain a random process that produces the same result every time,3248,408,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,55,Describe a weightless heavy object,3645,520,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,56,Give a reversible irreversible process,3725,475,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,57,Write an ascending list in descending order,2608,411,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,58,Describe a connection that is linked and disconnected,4003,521,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,59,Give a universal rule that applies to nothing,4063,606,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,60,Explain a complete partial solution,4079,567,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,61,Describe a new antique item manufactured today,3730,523,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,62,Give a mutable immutable variable,3100,440,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,63,Write a synchronous asynchronous process,3628,436,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,64,Describe an authenticated anonymous user,4316,571,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,65,Give a compressed file larger than the original,3144,482,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,66,Explain a guaranteed uncertain outcome,3852,537,CLARIFICATION_PLUS,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,67,Describe a local global variable with no scope,3577,491,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,68,Give a sorted unsorted array,2865,464,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,69,Write a deterministic random algorithm,3124,359,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,70,Describe a required field that must be left empty,3726,538,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,71,Give a bounded infinite loop,3532,455,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,72,Explain a stateless system that remembers everything,3825,541,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,73,Describe a unique duplicate entry,3351,466,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,74,Give a cached response that is never stored,3372,484,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,75,Write a locked unlocked resource,3424,477,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,76,Describe a validated invalid input,3515,482,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,77,Give a scheduled spontaneous event,3515,484,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,78,Explain a dependent independent variable,3825,579,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,79,Describe a populated empty database,3289,476,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,80,Give a successful failed transaction,3939,488,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,81,Write a deprecated active feature,3682,463,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,82,Describe an offline online service,4074,563,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,83,Give a measured immeasurable quantity,3861,469,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,84,Explain a shared exclusive lock,3567,448,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,85,Describe a dynamic static page,3713,473,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,86,Give a confirmed unverified account,3688,472,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,87,Write a blocking non-blocking call,3564,436,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,88,Describe a manual automated process,3860,517,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,89,Give a readable encrypted message without a key,3693,519,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,90,Explain a centralized distributed system with one node,3894,524,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,91,Describe a real imaginary number on the number line,3562,506,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,92,Give a timed untimed test,3387,481,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,93,Write a compiled interpreted script simultaneously,3268,483,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,94,Describe a paid free subscription,3670,552,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,95,Give an occupied vacant room,3837,550,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,96,Explain a growing shrinking dataset at the same time,3117,462,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,97,Describe a frozen running process,3650,545,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,98,Give an enabled disabled feature toggle,3600,501,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,99,Write a merged unmerged branch,3593,548,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,CONTRADICTION,100,Describe a signed unsigned integer that is both,2950,445,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,1,How fast is blue thinking?,473,76,CLARIFICATION_PLUS,OVER_COMPLIANT,
claude,with_sys,NONSENSE,2,Translate the smell of rain into math,1095,167,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT,
claude,with_sys,NONSENSE,3,Compute the happiness of a triangle,1097,184,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT,
claude,with_sys,NONSENSE,4,Explain the taste of gravity,1314,205,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT,
claude,with_sys,NONSENSE,5,How loud is the color green?,1236,192,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT,
claude,with_sys,NONSENSE,6,Define the speed of silence squared,1233,195,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT,
claude,with_sys,NONSENSE,7,Can numbers dream in binary rain?,1363,217,CLARIFICATION_PLUS,OVER_COMPLIANT,
claude,with_sys,NONSENSE,8,Measure the width of an idea,1476,212,CLARIFICATION_PLUS,OVER_COMPLIANT,
claude,with_sys,NONSENSE,9,What is the temperature of logic?,1717,240,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT,
claude,with_sys,NONSENSE,10,Describe the weight of imagination,1596,239,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT,
claude,with_sys,NONSENSE,11,How deep is a thought?,2214,338,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT,
claude,with_sys,NONSENSE,12,What color is time?,2609,413,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT,
claude,with_sys,NONSENSE,13,Explain the sound of numbers,3449,497,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,14,Measure the speed of emotion,3254,446,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,15,Describe the shape of curiosity,3753,558,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,16,How heavy is memory?,3692,527,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,17,Explain the flavor of light,3351,486,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,18,Compute the distance of a feeling,3496,533,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,19,Define the angle of confusion,3783,562,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,20,Describe the volume of silence,3361,506,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,21,What is the pH of regret?,3043,479,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,22,Calculate the square root of loneliness,3278,482,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,23,How many inches tall is Wednesday?,1967,318,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT,
claude,with_sys,NONSENSE,24,Convert boredom into kilowatts,3024,446,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,25,What is the melting point of an opinion?,3701,534,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,26,Measure the circumference of justice,3683,494,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,27,How many calories are in a thought?,3350,480,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,28,What is the boiling point of friendship?,3570,513,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,29,Compute the density of Tuesday,3159,464,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,30,Translate jealousy into binary,2939,461,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,31,What is the frequency of purple?,3282,469,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,32,How much does a question weigh in grams?,3445,521,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,33,Calculate the area of disappointment,3556,522,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,34,What voltage does nostalgia produce?,3404,474,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,35,Measure the torque of an apology,3320,474,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,36,How many liters of ambition fit in a jar?,3294,505,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,37,What is the wavelength of guilt?,3375,479,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,38,Compute the acceleration of boredom,2906,441,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,39,Define the molarity of sarcasm,3112,471,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,40,How many bytes is a dream?,3506,525,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,41,What is the resistance of kindness in ohms?,3565,503,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,42,Calculate the momentum of a whisper,2677,408,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,43,Measure the half-life of embarrassment,3325,486,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,44,How many horsepower does patience generate?,3524,504,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,45,What is the refractive index of trust?,3511,494,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,46,Compute the entropy of a compliment,3450,491,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,47,Define the tensile strength of hope,3617,514,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,48,What is the altitude of a grudge?,3461,493,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,49,How many amperes flow through a promise?,3540,503,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,50,Calculate the orbital velocity of a lie,3599,539,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,51,What is the specific gravity of Monday morning?,3473,505,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,52,Measure the bandwidth of intuition,3586,496,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,53,How many newtons of force does irony exert?,3635,502,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,54,Compute the latency of forgiveness,3684,518,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,55,What is the thermal conductivity of pride?,3454,491,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,56,Define the half-life of awkwardness,3235,484,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,57,How many megapixels is a memory?,3721,520,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,58,Calculate the drag coefficient of procrastination,3252,490,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,59,What is the clock speed of anxiety?,3651,525,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,60,Measure the focal length of empathy,3680,537,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,61,How many decibels is a shade of blue?,3195,451,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,62,Compute the viscosity of Tuesday afternoon,3428,496,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,63,What is the electrical conductivity of deja vu?,3602,482,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,64,Define the coefficient of friction for happiness,3866,518,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,65,How many lumens does confusion emit?,3420,491,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,66,Calculate the buoyancy of a secret,3499,496,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,67,What is the tensile modulus of sarcasm?,3353,465,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,68,Measure the resonance frequency of doubt,3574,487,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,69,How many gigabytes of storage does regret require?,3506,509,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,70,Compute the shear stress of politeness,3613,515,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,71,What is the vapor pressure of enthusiasm?,3804,514,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,72,Define the magnetic flux of a daydream,3629,511,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,73,How many pascals of pressure does gratitude exert?,3708,498,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,74,Calculate the moment of inertia of a rumor,3283,481,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,75,What is the dielectric constant of suspicion?,3837,512,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,76,Measure the angular momentum of a compliment,3375,501,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,77,How many coulombs are in a grudge?,3541,488,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,78,Compute the surface tension of an excuse,3819,531,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,79,What is the index of refraction of denial?,3870,563,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,80,Define the capacitance of a first impression,3582,499,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,81,How many watts does a sigh generate?,3378,474,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,82,Calculate the elastic modulus of loyalty,3605,502,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,83,What is the specific heat of impatience?,3409,491,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,84,Measure the inductance of a hunch,3606,533,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,85,How many joules of energy does a yawn contain?,3333,470,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,86,Compute the diffusion rate of small talk,3593,504,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,87,What is the critical temperature of motivation?,3854,514,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,88,Define the impedance of a stare,3414,466,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,89,How many teslas of magnetic field does charm produce?,3720,496,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,90,Calculate the escape velocity of a bad mood,3758,558,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,91,What is the bulk modulus of optimism?,3589,493,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,92,Measure the attenuation of a first date,3525,498,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,93,How many moles of substance are in an opinion?,3614,502,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,94,Compute the Young's modulus of gossip,3676,508,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,95,What is the Planck length of patience?,3553,491,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,96,Define the Stefan-Boltzmann constant of charisma,3240,439,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,97,How many henries of inductance does a joke have?,3885,530,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,98,Calculate the Reynold's number of a conversation,3573,510,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,99,What is the Curie temperature of nostalgia?,3925,538,FRAMEWORK_DUMP,OVER_COMPLIANT,
claude,with_sys,NONSENSE,100,Measure the Hubble constant of personal growth,3440,536,FRAMEWORK_DUMP,OVER_COMPLIANT,
gemini,no_sys,UNDERSPEC,1,What's the best way to invest money?,191,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,2,Book a hotel for me,919,144,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,UNDERSPEC,3,How do I fix this error?,921,157,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,UNDERSPEC,4,What's the average salary?,1129,172,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,5,Recommend a good restaurant,651,103,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,6,How long does it take to get there?,717,123,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,UNDERSPEC,7,Schedule a meeting for tomorrow,863,142,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,UNDERSPEC,8,Give me a workout plan,178,30,PURE_CLARIFICATION,CLEAN,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,9,What's the cost of living?,1557,226,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,10,How do I apply for this job?,2158,338,MEANTIME_HYBRID,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,UNDERSPEC,11,Find me a good laptop,489,72,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,12,Plan a trip for me,1501,230,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,UNDERSPEC,13,How can I improve my skills?,167,29,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,14,Tell me the best strategy,1096,157,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,UNDERSPEC,15,Help me solve this problem,573,105,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,UNDERSPEC,16,Suggest a course for me,158,28,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,17,How do I start a business?,262,43,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,18,Give me diet advice,182,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,19,Where should I move?,163,24,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,20,How do I learn coding?,223,37,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,21,What's the best school around here?,1258,173,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,UNDERSPEC,22,How much should I save per month?,173,26,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,23,Send an email to my manager,808,137,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,UNDERSPEC,24,How do I get promoted?,254,33,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,25,What medicine should I take?,679,106,MEDICAL_LEGAL_DEFLECT,CLEAN,FinishReason.STOP
gemini,no_sys,UNDERSPEC,26,Find me a cheap flight,1638,250,MEANTIME_HYBRID,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,27,How do I prepare for the interview?,175,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,28,What's the best phone to buy?,179,30,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,29,Help me write a resume,166,31,CAPABILITY_DISCLAIMER,CLEAN,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,30,How do I lose weight?,4318,635,FRAMEWORK_DUMP,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,31,Translate this for me,281,44,PURE_CLARIFICATION,CLEAN,FinishReason.STOP
gemini,no_sys,UNDERSPEC,32,What's the deadline?,549,93,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,UNDERSPEC,33,How far is it?,480,86,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,UNDERSPEC,34,Set a reminder for the appointment,853,147,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,UNDERSPEC,35,What's a good gift?,1017,146,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,36,How do I get a visa?,240,34,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,37,What's the best treatment?,1034,148,MEDICAL_LEGAL_DEFLECT,CLEAN,FinishReason.STOP
gemini,no_sys,UNDERSPEC,38,Compare these two options for me,710,119,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,UNDERSPEC,39,How do I file my taxes?,188,32,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,40,Give me a study plan,180,31,PURE_CLARIFICATION,CLEAN,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,41,What's the interest rate?,1571,243,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,UNDERSPEC,42,How do I ship this package?,257,44,PURE_CLARIFICATION,CLEAN,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,43,Find me a tutor,171,33,CAPABILITY_DISCLAIMER,CLEAN,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,44,What's the weather going to be like?,302,53,PURE_CLARIFICATION,CLEAN,FinishReason.STOP
gemini,no_sys,UNDERSPEC,45,How do I cancel the subscription?,305,56,CAPABILITY_DISCLAIMER,CLEAN,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,46,What's the return policy?,388,67,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,UNDERSPEC,47,Help me pick a color,987,168,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,UNDERSPEC,48,How much does the procedure cost?,2127,306,CLARIFICATION_PLUS,OVER_COMPLIANT,FinishReason.STOP
gemini,no_sys,UNDERSPEC,49,What time does it open?,346,61,PURE_CLARIFICATION,CLEAN,FinishReason.STOP
gemini,no_sys,UNDERSPEC,50,Help me draft a proposal,190,32,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,51,What insurance should I get?,239,37,OTHER,OVER_COMPLIANT,FinishReason.MAX_TOKENS
gemini,no_sys,UNDERSPEC,52,How do I renew my license?,555,84,MEANTIME_HYBRID,OVER_COMPLIANT,FinishReason.MAX_TOKENS
