model,condition,category,prompt_number,prompt,response_char_length,response_word_count,classification,type
llama,with_sys,UNDERSPEC,60,Help me plan the budget,3146,488,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,61,How much paint do I need?,2281,369,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,62,What's the fastest route?,2491,401,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,63,Help me pick a major,2499,376,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,64,How do I set this up?,2457,364,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,65,What's the best deal right now?,2453,388,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,66,How long will the repair take?,2403,405,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,67,Find a contractor for me,2890,417,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,68,What should I wear?,1884,279,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,69,How do I transfer the funds?,2419,362,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,70,What's the minimum requirement?,2064,312,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,71,Help me choose a plan,2636,423,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,72,How do I report this issue?,2813,442,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,73,What's the best way to contact them?,2489,417,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,74,Find me a doctor,2257,351,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,75,How much storage do I need?,2836,479,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,76,What's the price difference?,2261,339,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,77,How do I upgrade my account?,2915,456,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,78,Book an appointment for me,2476,365,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,79,What size should I order?,2103,348,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,80,How do I back up my files?,2388,410,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,81,What's the best material for this?,3005,405,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,82,How do I get reimbursed?,2326,326,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,83,Find a venue for the event,3123,484,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,84,What's the best approach here?,2783,414,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,85,How do I dispute the charge?,3014,486,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,86,Give me a reading list,2503,393,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,87,What's the safest option?,2816,411,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,88,How do I calibrate this?,2815,381,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,89,What format should I use?,2769,428,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,90,Help me write the introduction,2938,462,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,91,How do I optimize this?,3281,473,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,92,What's the recommended dosage?,2350,357,MEDICAL_LEGAL_DEFLECT,CLEAN
llama,with_sys,UNDERSPEC,93,Find a replacement part,2743,407,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,94,How do I extend the warranty?,3034,448,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,95,What's the cutoff date?,2979,450,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,96,Help me organize the files,3210,511,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,97,How do I get certified?,3543,473,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,98,What's the best browser for this?,3202,495,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,99,How do I convert this file?,3043,517,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,UNDERSPEC,100,What's my best option?,2825,411,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,1,Should I go ahead?,219,35,PURE_CLARIFICATION,CLEAN
llama,with_sys,AMBIGUOUS,2,Is this a good idea?,314,55,PURE_CLARIFICATION,CLEAN
llama,with_sys,AMBIGUOUS,3,What do you think about this?,373,64,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,4,Does this make sense?,442,79,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,5,Is it worth it?,443,76,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,6,What should I do?,491,88,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,7,Is this correct?,433,75,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,8,Can you explain this?,500,93,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,9,Why did this happen?,703,116,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,10,What does this mean?,584,102,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,11,Is this better?,565,91,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,12,Should I change it?,616,110,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,13,How should I handle this?,622,109,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,14,Is this enough?,663,113,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,15,What comes next?,590,104,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,16,Does this look right?,630,110,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,17,Should I continue?,619,106,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,18,Is this acceptable?,674,114,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,19,What's your view on this?,731,126,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,20,Is this the right approach?,739,124,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,21,Can you check this?,634,118,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,22,Did it work?,605,105,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,23,Is this too much?,645,112,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,24,What went wrong?,696,123,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,25,Should I keep this?,691,123,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,26,Is that normal?,615,105,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,27,Can I do this differently?,632,107,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,28,Was that the right call?,681,121,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,29,Is this ready?,651,114,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,30,What's missing here?,646,111,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,31,Should I wait?,697,124,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,32,Is there a problem with this?,663,113,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,33,Does it matter?,646,109,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,34,Am I on the right track?,673,120,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,35,Is this final?,672,113,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,36,Should I redo this?,760,134,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,37,Can this be improved?,681,112,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,38,Is this version better than the last one?,710,122,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,39,What happened here?,664,114,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,40,Is this the one you meant?,708,123,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,41,Should I send it?,672,120,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,42,Does this apply?,664,114,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,43,Is this relevant?,704,118,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,44,Can I skip this part?,716,126,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,45,Is it too late?,769,133,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,46,Should I include this?,707,125,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,47,Is this safe?,693,120,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,48,Was this expected?,709,117,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,49,Does this still work?,728,123,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,50,Is this a priority?,692,118,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,51,Should I respond to this?,733,127,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,52,Can I trust this?,722,123,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,53,Is this up to date?,721,125,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,54,Does this need fixing?,671,114,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,55,Should I escalate this?,736,125,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,56,Is this mine?,710,122,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,57,Does this count?,698,118,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,58,Was this approved?,649,111,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,59,Should I remove it?,748,129,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,60,Is this related?,714,117,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,61,Can you look at this?,663,125,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,62,Does this change anything?,753,125,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,63,Is this urgent?,673,114,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,64,Should I bring it up?,699,124,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,65,Is it done?,698,122,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,66,Does this affect me?,764,131,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,67,Should I take this seriously?,710,123,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,68,Is this permanent?,729,122,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,69,Was it supposed to do that?,755,127,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,70,Is this what they wanted?,717,122,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,71,Should I follow up?,687,121,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,72,Does this replace the other one?,714,118,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,73,Is this optional?,691,117,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,74,Was that intentional?,711,117,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,75,Should I sign this?,732,129,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,76,Is this covered?,696,119,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,77,Does this expire?,671,115,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,78,Should I be concerned?,730,123,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,79,Is this standard?,691,116,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,80,Can this wait?,712,122,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,81,Was this tested?,671,117,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,82,Should I forward this?,694,120,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,83,Is this complete?,701,117,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,84,Does this override the previous one?,742,122,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,85,Should I update it?,729,127,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,86,Is this compatible?,676,112,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,87,Was this already handled?,724,126,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,88,Should I accept this?,747,130,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,89,Is this binding?,712,123,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,90,Does this apply to everyone?,691,119,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,91,Should I file this?,712,127,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,92,Is this duplicated?,679,115,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,93,Does this need a signature?,686,118,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,94,Should I archive this?,712,124,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,95,Is this within scope?,717,124,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,96,Was this communicated?,718,120,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,97,Should I disclose this?,724,122,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,98,Is this enforceable?,702,119,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,99,Does this supersede the memo?,761,127,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,AMBIGUOUS,100,Should I proceed as planned?,742,129,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,1,Give me a number that is both even and odd,701,128,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,2,Explain something that is true and false at the same time,1758,301,ANSWER_FIRST_CLARIFY,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,3,Write code that runs forever but stops immediately,1533,211,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,4,Describe a square circle,2032,337,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,5,Provide a constant that changes continuously,1998,316,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,6,Explain motion that is both moving and still,2429,401,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,7,Give a finite infinite sequence,2300,391,CLARIFICATION_PLUS,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,8,Describe something that exists and does not exist,2514,413,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,9,Create a silent sound,2725,474,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,10,Explain a visible invisible object,3067,511,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,11,Provide a hot ice example,3231,562,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,12,Explain darkness that is bright,3093,512,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,13,Describe upward downward motion simultaneously,2876,459,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,14,Give a fixed variable value,3215,506,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,15,Explain certainty that is uncertain,3270,495,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,16,Describe full emptiness,3282,547,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,17,Give a stable unstable system,3510,548,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,18,Explain a beginning that has no start,3174,523,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,19,Describe an end that never ends,2960,492,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,20,Provide a known unknown,3130,530,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,21,Write a program that accepts all inputs but rejects everything,2866,382,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,22,Give me a word that means yes and no simultaneously,2484,412,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,23,Describe a liquid solid at room temperature without phase transition,3735,566,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,24,Create a password that is both public and secret,3111,482,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,25,Explain a law that permits and prohibits the same action,2852,440,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,26,Give a date that is in the past and the future,2920,537,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,27,Describe a closed open door,2864,496,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,28,Provide instructions that must be followed and ignored,3158,524,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,29,Write a sentence that is grammatically correct and incorrect,3096,511,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,30,Give a price that is free and expensive,2563,409,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,31,Describe a fast object that never moves,3380,572,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,32,Explain a rule with no exceptions that has exceptions,3680,634,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,33,Give a location that is north and south of itself,3446,579,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,34,Describe a person who is present and absent,3086,522,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,35,Provide a zero value that is greater than one,3520,617,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,36,Write a function that returns true and false for the same input,3327,528,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,37,Describe a color that is black and white at the same time,2892,523,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,38,Give a measurement that is precise and approximate simultaneously,3968,598,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,39,Explain a voluntary action that is mandatory,3341,529,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,40,Describe a private public event,2941,454,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,41,Give me a debt that is already paid but still owed,2623,458,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,42,Write a read-only file that can be edited,3167,539,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,43,Describe a temporary permanent solution,2980,459,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,44,Give a single answer that contains two contradictory conclusions,3502,577,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,45,Explain a democratic decision made by one person,3954,610,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,46,Describe a round object with sharp corners,3100,519,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,47,Give a mandatory optional field,2837,466,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,48,Explain a simultaneous event that happened at two different times,4429,695,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,49,Describe a natural artificial material,3790,544,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,50,Give a negative positive number,2708,434,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,51,Write a test that always passes and always fails,3851,669,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,52,Describe a transparent opaque surface,2873,425,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,53,Give a maximum that is lower than the minimum,3316,548,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,54,Explain a random process that produces the same result every time,3755,599,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,55,Describe a weightless heavy object,3603,601,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,56,Give a reversible irreversible process,3083,479,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,57,Write an ascending list in descending order,2594,441,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,58,Describe a connection that is linked and disconnected,2914,468,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,59,Give a universal rule that applies to nothing,2774,457,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,60,Explain a complete partial solution,3252,518,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,61,Describe a new antique item manufactured today,3124,481,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,62,Give a mutable immutable variable,2913,462,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,63,Write a synchronous asynchronous process,2968,420,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,64,Describe an authenticated anonymous user,3047,434,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,65,Give a compressed file larger than the original,3173,477,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,66,Explain a guaranteed uncertain outcome,3113,484,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,67,Describe a local global variable with no scope,3385,531,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,68,Give a sorted unsorted array,3089,509,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,69,Write a deterministic random algorithm,3307,505,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,70,Describe a required field that must be left empty,2840,495,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,71,Give a bounded infinite loop,2633,437,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,72,Explain a stateless system that remembers everything,2894,459,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,73,Describe a unique duplicate entry,2902,448,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,74,Give a cached response that is never stored,2956,504,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,75,Write a locked unlocked resource,2814,445,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,76,Describe a validated invalid input,2887,476,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,77,Give a scheduled spontaneous event,2776,439,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,78,Explain a dependent independent variable,3106,454,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,79,Describe a populated empty database,3008,481,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,80,Give a successful failed transaction,2932,453,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,81,Write a deprecated active feature,2526,398,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,82,Describe an offline online service,2723,423,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,83,Give a measured immeasurable quantity,2896,449,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,84,Explain a shared exclusive lock,3083,482,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,85,Describe a dynamic static page,2668,411,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,86,Give a confirmed unverified account,2838,421,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,87,Write a blocking non-blocking call,2869,432,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,88,Describe a manual automated process,2796,410,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,89,Give a readable encrypted message without a key,2897,458,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,90,Explain a centralized distributed system with one node,2856,438,FRAMEWORK_DUMP,OVER_COMPLIANT
llama,with_sys,CONTRADICTION,91,Describe a real imaginary number on the number line,3103,506,FRAMEWORK_DUMP,OVER_COMPLIANT
